1,21,637.7,382.9,1,0,1,1
2,21,637.6,383.1,1,2,1,1
3,21,637.6,383.2,1,4,1,1
4,21,637.5,383.3,1,6,1,1
5,21,637.5,383.2,1,8,1,1
6,21,637.6,383.2,1,10,1,1
7,21,637.7,383.2,1,12,1,1
8,21,637.8,383.3,1,14,1,1
9,21,637.9,383.3,1,16,1,1
10,21,638,383.4,1,18,1,1
11,21,638,383.4,1,20,1,1
12,21,638.1,383.5,1,22,1,1
13,21,638.3,383.5,1,24,1,1
14,21,638.4,383.4,1,26,1,1
15,21,638.6,383.4,1,28,1,1
16,21,638.7,383.6,2,30,1,1
17,21,638.8,384,2,32,1,1
18,21,638.8,384.5,2,34,1,1
19,21,638.8,385,2,36,1,1
20,21,638.7,385.4,2,38,1,1
21,21,638.6,385.9,2,40,1,1
22,21,638.5,386.3,2,42,1,1
23,21,638.4,386.7,2,44,1,1
24,21,638.4,385.6,2,46,1,1
25,21,638.4,384.4,2,48,1,1
26,21,638.3,383.4,2,50,1,1
27,21,638.2,382.6,2,52,1,1
28,21,638,382.6,2,54,1,1
29,21,637.8,382.7,2,56,1,1
30,21,637.7,382.8,2,58,1,1
31,21,637.6,384.1,2,60,1,1
32,21,637.6,385.4,3,62,1,1
33,21,637.6,386.4,3,64,1,1
34,21,637.7,387.3,3,66,1,1
35,21,637.8,387.3,3,68,1,1
36,21,638,387.2,3,70,1,1
37,21,638.2,387,3,72,1,1
38,21,638.3,386.8,3,74,1,1
39,21,638.4,386.6,3,76,1,1
40,21,638.3,386.5,3,78,1,1
41,21,638.1,386.6,3,80,1,1
42,21,637.9,386.7,3,82,1,1
43,21,637.6,386.9,3,84,1,1
44,21,637.3,387.3,3,86,1,1
45,21,637.1,387.7,3,88,1,1
46,21,636.9,388,3,90,1,1
47,21,636.9,388.1,3,92,1,1
48,21,636.9,387.3,3,94,1,1
49,21,636.8,386.5,4,96,1,1
50,21,636.8,385.6,4,98,1,1
51,21,636.8,384.7,4,100,1,1
52,21,637,384.1,4,102,1,1
53,21,637.4,383.6,4,104,1,1
54,21,637.8,383.4,4,106,1,1
55,21,638.3,384.1,4,108,1,1
56,21,638.8,384.9,4,110,1,1
57,21,639.2,385.7,4,112,1,1
58,21,639.5,386.4,4,114,1,1
59,21,639.4,386.7,4,116,1,1
60,21,639,386.8,4,118,1,1
61,21,638.6,386.6,4,120,1,1
62,21,638.1,385.6,4,122,1,1
63,21,637.7,384.5,4,124,1,1
64,21,637.3,383.5,4,126,1,1
65,21,637,383,4,128,1,1
66,21,636.8,382.8,5,130,1,1
67,21,636.7,382.5,5,132,1,1
68,21,636.7,382.5,5,134,1,1
69,21,636.6,383,5,136,1,1
70,21,636.6,383.6,5,138,1,1
71,21,636.6,384.1,5,140,1,1
72,21,636.6,384.2,5,142,1,1
73,21,636.6,384.4,5,144,1,1
74,21,636.6,384.4,5,146,1,1
75,21,636.5,384.4,5,148,1,1
76,21,636.4,384.3,5,150,1,1
77,21,636.3,384.2,5,152,1,1
78,21,636.3,383.9,5,154,1,1
79,21,636.3,383.6,5,156,1,1
80,21,636.4,383.1,5,158,1,1
81,21,636.6,382.7,5,160,1,1
82,21,636.7,382.4,6,162,1,1
83,21,636.9,382,6,164,1,1
84,21,637.1,381.6,6,166,1,1
85,21,637.2,381.4,6,168,1,1
86,21,637.2,381.2,6,170,1,1
87,21,637.3,381.2,6,172,1,1
88,21,637.3,381.3,6,174,1,1
89,21,637.2,381.4,6,176,1,1
90,21,637.2,381.4,6,178,1,1
91,21,637.1,381.5,6,180,1,1
92,21,637,381.5,6,182,1,1
93,21,636.8,381.6,6,184,1,1
94,21,636.7,381.6,6,186,1,1
95,21,636.3,381.8,6,188,1,1
96,21,636,381.9,6,190,1,1
97,21,635.7,382.2,6,192,1,1
98,21,635.3,382.4,6,194,1,1
99,21,635.2,382.6,7,196,1,1
100,21,635.2,382.9,7,198,1,1
101,21,635.1,383.1,7,200,1,1
102,21,634.9,383,7,202,1,1
103,21,634.8,382.6,7,204,1,1
104,21,634.8,382.3,7,206,1,1
105,21,634.8,382,7,208,1,1
106,21,634.7,381.6,7,210,1,1
107,21,634.6,381.3,7,212,1,1
108,21,634.6,381,7,214,1,1
109,21,635,380.9,7,216,1,1
110,21,635.3,380.9,7,218,1,1
111,21,635.5,380.8,7,220,1,1
112,21,635.7,380.9,7,222,1,1
113,21,635.9,381,7,224,1,1
114,21,636.3,381.1,7,226,1,1
115,21,636.7,381.3,7,228,1,1
116,21,637,381.4,8,230,1,1
117,21,637.3,381.5,8,232,1,1
118,21,637.6,381.6,8,234,1,1
119,21,637.9,381.8,8,236,1,1
120,21,638.2,382.2,8,238,1,1
121,21,638.1,382.5,8,240,1,1
122,21,638.1,382.8,8,242,1,1
123,21,637.9,383.2,8,244,1,1
124,21,637.8,383.5,8,246,1,1
125,21,637.4,383.7,8,248,1,1
126,21,637,383.7,8,250,1,1
127,21,636.5,383.5,8,252,1,1
128,21,636,383.1,8,254,1,1
129,21,635.6,382.8,8,256,1,1
130,21,635.3,382.4,8,258,1,1
131,21,635.2,382,8,260,1,1
132,21,635.2,381.6,9,262,1,1
133,21,635.4,381.3,9,264,1,1
134,21,635.5,381.1,9,266,1,1
135,21,635.8,380.9,9,268,1,1
136,21,636.2,380.6,9,270,1,1
137,21,636.6,380.4,9,272,1,1
138,21,636.8,380.2,9,274,1,1
139,21,636.9,380,9,276,1,1
140,21,637.2,380.1,9,278,1,1
141,21,637.4,380.3,9,280,1,1
142,21,637.9,380.5,9,282,1,1
143,21,638.1,380.9,9,284,1,1
144,21,638.4,381.3,9,286,1,1
145,21,638.7,381.6,9,288,1,1
146,21,639.1,381.9,9,290,1,1
147,21,639.4,382,9,292,1,1
148,21,639.6,382.3,9,294,1,1
149,21,639.7,382.6,10,296,1,1
150,21,639.6,382.9,10,298,1,1
151,21,639.6,383.3,10,300,1,1
152,21,639.5,383.7,10,302,1,1
153,21,639.4,383.9,10,304,1,1
154,21,639.2,384.1,10,306,1,1
155,21,639.1,384.2,10,308,1,1
156,21,638.9,384.1,10,310,1,1
157,21,638.4,383.9,10,312,1,1
158,21,638.1,383.7,10,314,1,1
159,21,637.7,383.7,10,316,1,1
160,21,637.3,383.6,10,318,1,1
161,21,636.9,383.3,10,320,1,1
162,21,636.6,382.7,10,322,1,1
163,21,636.3,382.2,10,324,1,1
164,21,636.3,381.8,10,326,1,1
165,21,636.3,381.4,10,328,1,1
166,21,636.4,381,11,330,1,1
167,21,636.5,380.7,11,332,1,1
168,21,636.9,380.5,11,334,1,1
169,21,637.2,380.6,11,336,1,1
170,21,637.4,380.8,11,338,1,1
171,21,637.7,380.9,11,340,1,1
172,21,637.9,381.1,11,342,1,1
173,21,638,381.2,11,344,1,1
174,21,638.1,381.6,11,346,1,1
175,21,638,381.8,11,348,1,1
176,21,637.9,382.2,11,350,1,1
177,21,637.7,382.5,11,352,1,1
178,21,637.6,382.8,11,354,1,1
179,21,637.5,383,11,356,1,1
180,21,637.5,383.2,11,358,1,1
181,21,637.5,383.4,11,360,1,1
182,21,637.6,383.6,12,362,1,1
183,21,637.9,383.8,12,364,1,1
184,21,638.2,383.7,12,366,1,1
185,21,638.5,383.5,12,368,1,1
186,21,638.8,382.2,12,370,1,1
187,21,638.7,381,12,372,1,1
188,21,636.8,379,12,374,1,1
189,21,631.7,375.9,12,376,1,1
190,21,625,372.6,12,378,1,1
191,21,615.7,365.6,12,380,1,1
192,21,604.7,358.5,12,382,1,1
193,21,591.2,348.7,12,384,1,1
194,21,575.9,336.3,12,386,1,1
195,21,559.6,321.8,12,388,1,1
196,21,545.9,308.5,12,390,1,1
197,21,531,293.3,12,392,1,1
198,21,517.9,281.4,12,394,1,1
199,21,505.5,268.9,13,396,1,1
200,21,494.7,258.8,13,398,1,1
201,21,485.4,251.2,13,400,1,1
202,21,478.8,246.2,13,402,1,1
203,21,472.8,241.3,13,404,1,1
204,21,469.4,237.8,13,406,1,1
205,21,466.7,234.7,13,408,1,1
206,21,465,232.6,13,410,1,1
207,21,464.2,231.8,13,412,1,1
208,21,464.1,231.1,13,414,1,1
209,21,464,230.7,13,416,1,1
210,21,463.9,230.3,13,418,1,1
211,21,464.2,230.6,13,420,1,1
212,21,464.5,231,13,422,1,1
213,21,464.8,231.1,13,424,1,1
214,21,464.9,230.8,13,426,1,1
215,21,464.8,230.6,13,428,1,1
216,21,464.8,230.3,14,430,1,1
217,21,464.8,230.1,14,432,1,1
218,21,464.4,229.7,14,434,1,1
219,21,464.1,229.1,14,436,1,1
220,21,463.8,228.1,14,438,1,1
221,21,463.7,226.8,14,440,1,1
222,21,463.7,225.5,14,442,1,1
223,21,463.8,224.2,14,444,1,1
224,21,463.9,222.8,14,446,1,1
225,21,464.1,221.1,14,448,1,1
226,21,464.3,219.5,14,450,1,1
227,21,464.5,218.5,14,452,1,1
228,21,464.7,217.7,14,454,1,1
229,21,464.8,217,14,456,1,1
230,21,465,216.2,14,458,1,1
231,21,465.2,215.4,14,460,1,1
232,21,466,215.2,15,462,1,1
233,21,466.7,215.1,15,464,1,1
234,21,467.4,215.2,15,466,1,1
235,21,468.1,215.2,15,468,1,1
236,21,468.7,215.5,15,470,1,1
237,21,469,215.8,15,472,1,1
238,21,469.3,216,15,474,1,1
239,21,468.9,216.2,15,476,1,1
240,21,468.9,216.4,15,478,1,1
241,21,468.8,216.5,15,480,1,1
242,21,468.7,216.6,15,482,1,1
243,21,468.7,216.5,15,484,1,1
244,21,468.9,216.2,15,486,1,1
245,21,469,215.8,15,488,1,1
246,21,469.1,215.5,15,490,1,1
247,21,468.9,215.1,15,492,1,1
248,21,468.8,214.8,15,494,1,1
249,21,468.9,214.5,16,496,1,1
250,21,469,214.2,16,498,1,1
251,21,469.2,214.1,16,500,1,1
252,21,469.5,214.2,16,502,1,1
253,21,469.7,214.5,16,504,1,1
254,21,470.1,214.9,16,506,1,1
255,21,470.4,215.3,16,508,1,1
256,21,470.7,215.9,16,510,1,1
257,21,470.9,216.6,16,512,1,1
258,21,471.3,217.5,16,514,1,1
259,21,471.7,218.2,16,516,1,1
260,21,472.1,218.8,16,518,1,1
261,21,472.3,219.3,16,520,1,1
262,21,472.5,219.8,16,522,1,1
263,21,472.6,220,16,524,1,1
264,21,472.8,220.2,16,526,1,1
265,21,472.8,220,16,528,1,1
266,21,473.2,219.9,17,530,1,1
267,21,473.7,219.8,17,532,1,1
268,21,474.3,219.8,17,534,1,1
269,21,475,219.7,17,536,1,1
270,21,475.6,219.6,17,538,1,1
271,21,476.3,219.4,17,540,1,1
272,21,476.9,219,17,542,1,1
273,21,477.2,218.5,17,544,1,1
274,21,477.6,218,17,546,1,1
275,21,477.9,217.6,17,548,1,1
276,21,478.3,217.3,17,550,1,1
277,21,478.8,217.1,17,552,1,1
278,21,479.3,217,17,554,1,1
279,21,479.9,217.2,17,556,1,1
280,21,480.4,217.4,17,558,1,1
281,21,480.8,217.5,17,560,1,1
282,21,481.2,217.5,18,562,1,1
283,21,481.7,217.6,18,564,1,1
284,21,482.1,217.6,18,566,1,1
285,21,482.4,217.6,18,568,1,1
286,21,482.7,217.6,18,570,1,1
287,21,482.9,217.5,18,572,1,1
288,21,483.1,217.5,18,574,1,1
289,21,483.6,217.5,18,576,1,1
290,21,484,217.5,18,578,1,1
291,21,484.5,217.6,18,580,1,1
292,21,485.4,217.7,18,582,1,1
293,21,486.4,217.9,18,584,1,1
294,21,487.6,218.2,18,586,1,1
295,21,488.7,218.5,18,588,1,1
296,21,489.6,218.7,18,590,1,1
297,21,490.4,219,18,592,1,1
298,21,491.1,219.1,18,594,1,1
299,21,491.3,219.1,19,596,1,1
300,21,491.6,219,19,598,1,1
301,21,491.6,218.4,19,600,1,1
302,21,491.8,217.9,19,602,1,1
303,21,491.9,217.3,19,604,1,1
304,21,492,216.7,19,606,1,1
305,21,492.1,216,19,608,1,1
306,21,492.3,215.4,19,610,1,1
307,21,492.5,215,19,612,1,1
308,21,492.7,214.8,19,614,1,1
309,21,492.9,214.5,19,616,1,1
310,21,493.2,214.3,19,618,1,1
311,21,493.7,214.3,19,620,1,1
312,21,494.2,214.4,19,622,1,1
313,21,494.6,214.5,19,624,1,1
314,21,495,214.8,19,626,1,1
315,21,495.5,215.2,19,628,1,1
316,21,496,215.5,20,630,1,1
317,21,496.6,215.9,20,632,1,1
318,21,497,216.1,20,634,1,1
319,21,497.5,216.2,20,636,1,1
320,21,497.9,216.1,20,638,1,1
321,21,498.3,215.8,20,640,1,1
322,21,499.1,215.1,20,642,1,1
323,21,500.7,212.9,20,644,1,1
324,21,502.1,210.2,20,646,1,1
325,21,505.2,206.5,20,648,1,1
326,21,508.2,202.2,20,650,1,1
327,21,512.1,198.1,20,652,1,1
328,21,516.7,193.7,20,654,1,1
329,21,521.2,189.5,20,656,1,1
330,21,524.6,186.8,20,658,1,1
331,21,528.2,184.4,20,660,1,1
332,21,530.2,183.1,20,662,1,1
333,21,532.2,182.6,21,664,1,1
334,21,533.4,182.1,21,666,1,1
335,21,534,182.2,21,668,1,1
336,21,534.5,182.5,21,670,1,1
337,21,535.2,182.8,21,672,1,1
338,21,535.9,183.3,21,674,1,1
339,21,536.5,183.8,21,676,1,1
340,21,537.1,184.1,21,678,1,1
341,21,538.3,184.3,21,680,1,1
342,21,539.5,184,21,682,1,1
343,21,540.5,183.6,21,684,1,1
344,21,541.1,182.8,21,686,1,1
345,21,541.7,182,21,688,1,1
346,21,542.5,181.1,21,690,1,1
347,21,543.3,180,21,692,1,1
348,21,543.7,179,21,694,1,1
349,21,544.2,178.4,22,696,1,1
350,21,544.5,177.6,22,698,1,1
351,21,544.9,176.8,22,700,1,1
352,21,545.3,176.2,22,702,1,1
353,21,545.6,175.6,22,704,1,1
354,21,546,175.4,22,706,1,1
355,21,546.1,175.1,22,708,1,1
356,21,546.3,174.8,22,710,1,1
357,21,546.6,174.7,22,712,1,1
358,21,547,174.6,22,714,1,1
359,21,547.8,174.4,22,716,1,1
360,21,548.5,174.1,22,718,1,1
361,21,549.2,173.8,22,720,1,1
362,21,549.9,173.5,22,722,1,1
363,21,550.4,173.2,22,724,1,1
364,21,550.9,172.9,22,726,1,1
365,21,551.2,172.6,22,728,1,1
366,21,551.2,172.3,23,730,1,1
367,21,551.2,171.6,23,732,1,1
368,21,551.2,171,23,734,1,1
369,21,551.2,170.4,23,736,1,1
370,21,551.4,169.9,23,738,1,1
371,21,551.6,169.4,23,740,1,1
372,21,551.8,169,23,742,1,1
373,21,552.1,168.5,23,744,1,1
374,21,552.4,168.4,23,746,1,1
375,21,552.6,168,23,748,1,1
376,21,552.9,167.6,23,750,1,1
377,21,553.1,167,23,752,1,1
378,21,553.4,166.5,23,754,1,1
379,21,553.7,165.6,23,756,1,1
380,21,554.5,164.6,23,758,1,1
381,21,555.2,163.8,23,760,1,1
382,21,556,163.3,24,762,1,1
383,21,556.8,162.8,24,764,1,1
384,21,557.6,162.5,24,766,1,1
385,21,558.3,162.2,24,768,1,1
386,21,558.9,162.1,24,770,1,1
387,21,559.1,161.9,24,772,1,1
388,21,559.2,161.8,24,774,1,1
389,21,559.3,161.5,24,776,1,1
390,21,559.5,161.2,24,778,1,1
391,21,560,160.9,24,780,1,1
392,21,560.5,160.6,24,782,1,1
393,21,560.9,160.3,24,784,1,1
394,21,561.4,160.1,24,786,1,1
395,21,561.9,159.9,24,788,1,1
396,21,562.2,159.6,24,790,1,1
397,21,562.5,159.2,24,792,1,1
398,21,562.4,158.7,24,794,1,1
399,21,562.3,158.2,25,796,1,1
400,21,562.3,157.8,25,798,1,1
401,21,562.4,157.3,25,800,1,1
402,21,562.6,156.9,25,802,1,1
403,21,562.9,156.7,25,804,1,1
404,21,563.3,156.5,25,806,1,1
405,21,563.6,156.5,25,808,1,1
406,21,564,156.3,25,810,1,1
407,21,564.4,156.1,25,812,1,1
408,21,564.6,155.8,25,814,1,1
409,21,564.7,155.5,25,816,1,1
410,21,564.8,155,25,818,1,1
411,21,565,154.4,25,820,1,1
412,21,565.2,153.7,25,822,1,1
413,21,565.3,153,25,824,1,1
414,21,565.3,152.5,25,826,1,1
415,21,565.3,152,25,828,1,1
416,21,565.4,151.6,26,830,1,1
417,21,565.7,151.5,26,832,1,1
418,21,566,151.4,26,834,1,1
419,21,566.2,151.5,26,836,1,1
420,21,566.6,151.7,26,838,1,1
421,21,567.1,151.9,26,840,1,1
422,21,567.6,152.1,26,842,1,1
423,21,567.9,152.3,26,844,1,1
424,21,568,152.4,26,846,1,1
425,21,568.2,151.9,26,848,1,1
426,21,568.4,151.3,26,850,1,1
427,21,568.6,150.6,26,852,1,1
428,21,568.7,149.9,26,854,1,1
429,21,568.9,149,26,856,1,1
430,21,569.3,148.2,26,858,1,1
431,21,569.7,147.4,26,860,1,1
432,21,570.1,147.2,26,862,1,1
433,21,570.4,146.8,27,864,1,1
434,21,570.7,146.6,27,866,1,1
435,21,571,146.4,27,868,1,1
436,21,571.1,146.1,27,870,1,1
437,21,570.9,145.8,27,872,1,1
438,21,570.8,145.5,27,874,1,1
439,21,570.6,145.1,27,876,1,1
440,21,570.4,144.3,27,878,1,1
441,21,570.2,143.4,27,880,1,1
442,21,569.9,142.4,27,882,1,1
443,21,569.8,141.4,27,884,1,1
444,21,569.6,140.3,27,886,1,1
445,21,569.4,139.5,27,888,1,1
446,21,569.3,138.9,27,890,1,1
447,21,569.2,139,27,892,1,1
448,21,569.1,139,27,894,1,1
449,21,569.2,139.2,28,896,1,1
450,21,569.4,139.4,28,898,1,1
451,21,569.7,139.5,28,900,1,1
452,21,570.4,139.3,28,902,1,1
453,21,571,139,28,904,1,1
454,21,572,138.4,28,906,1,1
455,21,572.9,137.7,28,908,1,1
456,21,573.8,137.1,28,910,1,1
457,21,574.4,136.7,28,912,1,1
458,21,575.1,136,28,914,1,1
459,21,575.4,135.7,28,916,1,1
460,21,576,135.5,28,918,1,1
461,21,576.2,135.3,28,920,1,1
462,21,576.5,135,28,922,1,1
463,21,576.7,134.5,28,924,1,1
464,21,577,134,28,926,1,1
465,21,577.2,133.8,28,928,1,1
466,21,577.4,133.6,29,930,1,1
467,21,577.4,133.4,29,932,1,1
468,21,577.6,133.3,29,934,1,1
469,21,577.8,133.3,29,936,1,1
470,21,578,133.6,29,938,1,1
471,21,578.2,134,29,940,1,1
472,21,578.5,134.4,29,942,1,1
473,21,578.9,135,29,944,1,1
474,21,579.5,135.6,29,946,1,1
475,21,579.8,136.6,29,948,1,1
