"1",630.5,354.3
"2",628.1,353.9
"3",627.1,353.2
"4",628.8,349.25
"5",626.1,349.4
"6",624.9,348.8
"7",624.05,349.75
"8",626.8,351.4
"9",624.5,347.1
"10",527.55,342.2
"11",432.5,339.6
"12",430.6,341.3
"13",429.2,331.7
"14",425.85,333
"15",427,332
"16",427.3,326.9
"17",427.55,325.5
"18",426.4,322.7
"19",426.5,329
"20",424.15,318.7
"21",426.6,328.2
"22",423.5,316.8
"23",430.8,322.7
"24",428.7,315.5
"25",436.1,329.65
"26",435.9,332.7
"27",436.7,330
"28",435.8,326.5
"29",438.7,319.9
"30",439.3,328
"31",437.35,326.95
"32",506.4,325.4
"33",735.7,292.1
"34",742.1,277.5
"35",739.9,285.1
"36",739.6,291
"37",736.8,291.2
"38",737.5,287
"39",736.7,291
"40",734.55,294.9
"41",772.8,268.7
"42",792.3,250.2
"43",793.5,249.5
"44",789.6,250.3
"45",789.7,253.9
"46",789.85,254.9
"47",787.7,267.5
"48",785.2,268.6
"49",784.4,270.2
"50",782.65,270.85
"51",780.6,271.8
"52",777.45,274.9
"53",773.8,277.7
"54",760.9,285.6
"55",484.3,397.4
"56",450.1,411.1
"57",444.5,411.3
"58",444.85,409.65
"59",444.3,414.7
"60",443.2,412.6
"61",440.65,412.7
"62",443.8,415
"63",445,414.7
"64",443.85,415.45
"65",444.6,414.4
"66",446.4,412.5
"67",447.4,413.9
"68",448.1,412.6
"69",447,405.1
"70",445.5,407.55
"71",449,408.8
"72",451,407.3
"73",447.9,379.55
"74",451,378.6
"75",450.5,382.1
"76",453.25,377.7
"77",450.3,374.6
"78",444.4,373.2
"79",444.5,368.7
"80",445.6,372.6
"81",446.2,377
"82",446.4,378.3
"83",450.3,379.7
"84",447.9,379.2
"85",439.2,375.15
"86",435.6,372.2
"87",432.1,369.2
"88",430.95,366.7
"89",430.8,362.3
"90",431,359.4
"91",433.45,362.35
"92",430.7,361.2
"93",432.7,360.2
"94",434.8,348.55
"95",439.2,352.5
"96",436.8,348.8
"97",435.2,346.65
"98",433.1,344.4
"99",432.7,349
"100",431.45,347.75
"101",428.3,347.6
"102",429.7,350.3
"103",426.9,347.8
"104",424.9,353.4
"105",422.8,353.7
"106",416.95,355.1
"107",417.1,358.8
"108",417.1,361
"109",413.3,360.35
"110",413.9,356.1
"111",382.6,353.35
"112",93.3,147.3
"113",-999,93.9
"114",-999,-999
"115",-999,-999
"116",-999,-999
"117",-999,-999
"118",-999,-999
"119",-999,-999
"120",-999,-999
"121",-999,-999
"122",-999,-999
"123",-999,-999
"124",-999,-999
"125",-999,-999
"126",-999,-999
"127",-999,-999
"128",-999,-999
"129",-999,-999
"130",-999,-999
"131",-999,-999
"132",-999,-999
"133",-999,-999
"134",-999,-999
"135",-999,-999
"136",-999,-999
"137",-999,-999
"138",-999,-999
"139",-999,-999
"140",-999,-999
"141",-999,-999
"142",-999,-999
"143",-999,-999
"144",-999,-999
"145",-999,-999
"146",-999,-999
"147",-999,-999
"148",-999,-999
"149",-999,-999
"150",-999,-999
"151",-999,-999
"152",-999,-999
"153",-999,-999
"154",-999,-999
"155",-999,-999
"156",-999,-999
"157",-999,-999
"158",-999,-999
"159",-999,-999
"160",-999,-999
"161",-999,-999
"162",-999,-999
"163",-999,-999
"164",-999,-999
"165",-999,-999
"166",-999,-999
"167",-999,-999
"168",-999,-999
"169",-999,-999
"170",-999,-999
"171",-999,-999
"172",-999,-999
"173",-999,-999
"174",-999,-999
"175",-999,-999
"176",-999,-999
"177",-999,-999
"178",-999,-999
"179",-999,-999
"180",-999,-999
"181",-999,-999
"182",-999,-999
"183",-999,-999
"184",-999,-999
"185",-999,-999
"186",-999,-999
"187",-999,-999
"188",-999,-999
"189",-999,-999
"190",-999,-999
"191",-999,-999
"192",-999,-999
"193",-999,-999
"194",-999,-999
"195",-999,-999
"196",-999,-999
"197",-999,-999
"198",-999,-999
"199",-999,-999
"200",-999,-999
"201",-999,-999
"202",-999,-999
"203",-999,-999
"204",-999,-999
"205",-999,-999
"206",-999,-999
"207",-999,-999
"208",-999,-999
"209",-999,-999
"210",-999,-999
"211",-999,-999
"212",-999,-999
"213",-999,-999
"214",-999,-999
"215",-999,-999
"216",-999,-999
"217",-999,-999
"218",-999,-999
"219",-999,-999
"220",275.7,182.05
"221",316.3,219
"222",326.8,221.55
"223",332.2,238.4
"224",344,247.8
"225",350.3,253.65
"226",353.8,259.9
"227",361.2,270
"228",512.85,340.55
"229",522.9,346.1
"230",522.1,353.1
"231",526.55,356.7
"232",527.6,356.7
"233",525.7,360.8
"234",522.95,359.7
"235",521.3,361.6
"236",500.8,357.2
"237",463.55,350.25
"238",458.4,353.6
"239",460.7,350
"240",453.7,347.5
"241",453.2,344.7
"242",454.6,347.2
"243",457.8,349.25
"244",456.6,342.3
"245",457.5,344.8
"246",455.9,342.1
"247",456.1,345.1
"248",452.8,348.2
"249",451.4,345.4
"250",492.3,352.8
"251",751.6,337
"252",760.75,333.85
"253",760.9,331.9
"254",760.3,331.9
"255",760.1,332.15
"256",758.1,334.9
"257",756.1,330.2
"258",754.9,331.1
"259",756.4,328.9
"260",756.1,322.7
"261",756.55,322.45
"262",757,318.9
"263",755.4,323.1
"264",753.5,322.35
"265",753.6,324.3
"266",755.4,323.8
"267",755.65,324.3
"268",756.2,320.4
"269",754.4,321.3
"270",753.1,324.4
"271",753.3,316.7
"272",675,361.2
"273",665.05,372.35
"274",667,355
"275",671.1,353.4
"276",670.65,351.35
"277",672.1,352.9
"278",673.7,345.6
"279",667.75,359.15
"280",672,355
"281",671.3,353.3
"282",674.25,352.85
"283",698,377.1
"284",699.7,369.5
"285",700.2,371.2
"286",699.6,376.4
"287",701.3,365.8
"288",702.7,371.7
"289",707.4,371.3
"290",701.8,373.5
"291",703.5,369.35
"292",705.1,368.1
"293",703.9,371.6
"294",707.4,368.9
"295",703.4,377.1
"296",736.9,376.3
"297",739.2,372.35
"298",738.7,373.8
"299",734.3,378.5
"300",734.55,373.5
"301",733.6,375
"302",736.4,375.2
"303",731.2,376.75
"304",729.2,369.1
"305",729.2,374.4
"306",724.9,374.4
"307",722.6,374
"308",717,372.9
"309",717,371.95
"310",712.4,374.4
"311",685.6,385.2
"312",675.9,381.35
"313",677.1,381
"314",670.3,390.5
"315",670.15,393.5
"316",666.5,386
"317",667.3,382.2
"318",662.7,379.3
"319",658.5,375.2
"320",655.8,378.5
"321",650.55,376.45
"322",589,449.6
"323",583.5,451.8
"324",580.65,450.1
"325",579.7,455.1
"326",581.9,454.8
"327",581.85,449.2
"328",585.2,456.1
"329",585.7,453.4
"330",586.05,452.65
"331",585.1,455.4
"332",586,454.2
"333",588.4,447.6
"334",587.8,454.2
"335",589.2,446.1
"336",588,444.9
"337",591.9,448.6
"338",594.1,447
"339",595.4,446.1
"340",593.6,440.7
"341",639.1,252.8
"342",639.4,231.55
"343",638.8,233.2
"344",639.2,236.5
"345",641.15,232.9
"346",642.7,225.5
"347",641.1,217.9
"348",640.8,211.2
"349",641.5,207.7
"350",644,196.2
"351",643.45,192.35
"352",642,195.5
"353",641.2,196.5
"354",641.7,181.05
"355",639.5,181.4
"356",640.4,180.1
"357",639.9,178.4
"358",639.7,147.8
"359",642.3,148.7
"360",642.9,151.1
"361",642.8,145.9
"362",643,150.6
"363",645.6,143.15
"364",645.8,135.5
"365",645.5,140.5
"366",646.8,142.55
"367",644.1,142.9
"368",644,145.6
"369",645.1,138.85
"370",644.8,138.1
"371",643.8,138.3
"372",648.3,136.55
"373",800.7,91.9
"374",804.9,85.6
"375",806.4,87.25
"376",804.1,88.2
"377",804.3,89.1
"378",649.5,123.2
"379",643.4,118.5
"380",642.9,123.6
"381",644.9,114.6
"382",641.2,108.2
"383",639,115.4
"384",635.9,118.85
"385",637,126.4
"386",637.4,138.6
"387",630.45,212.2
"388",631.7,458.7
"389",634.5,476.5
"390",638.75,478.1
"391",638.8,479.4
"392",638.2,486.3
"393",639,483.75
"394",634,341.1
"395",624.9,281.8
"396",622.8,269.3
"397",620.5,271.5
"398",622.3,275.5
"399",624.35,272.5
"400",621.7,276
"401",621.1,277.8
"402",619.8,274.85
"403",646.8,155
"404",641.1,100.1
"405",641.35,90.7
"406",637,99.7
"407",635.6,91.1
"408",636.85,90.6
"409",637.1,93.5
"410",637.1,95.5
"411",637.6,103.2
"412",638.1,101.5
"413",640.6,95.3
"414",645,100.55
"415",644.3,104.7
"416",645.4,106.8
"417",647.05,112.85
"418",651.9,111.2
"419",679,62.5
"420",677.95,59.95
"421",679.7,51.2
"422",675.1,58.2
"423",675.7,54.8
"424",677.1,43.7
"425",677.5,44.8
"426",678.95,41.3
"427",681.6,54.8
"428",679.5,58.2
"429",679,64.25
"430",678,64.7
"431",678.9,75.6
"432",676.55,90.95
"433",674.6,86.8
"434",676.3,103.6
"435",670.2,102.7
"436",670.6,116.2
"437",668.3,121.1
"438",669.35,154.1
"439",672.1,269.5
"440",673,284.7
"441",671.4,283.7
"442",668.5,278.9
"443",670.8,277.5
"444",669.15,279.9
"445",666.9,282.5
"446",670.2,278
"447",668.35,278.85
"448",674.7,191
"449",668.3,137.9
"450",665.25,127.45
"451",665.3,126.6
"452",661.6,127
"453",662.2,115.85
"454",661.3,123.7
"455",659.9,124.1
"456",652.8,119.6
"457",648,125
"458",653.6,125.4
"459",654.1,133.6
"460",651.4,130.6
"461",646.4,132.4
"462",647.45,135.25
"463",889.5,346.3
"464",953.7,372.8
"465",954.95,374.55
"466",953.6,376.8
"467",954,381.8
"468",948.1,378.35
"469",982.7,341.9
"470",982.5,326.6
"471",985.9,317.65
"472",987.2,311.7
"473",991.4,306
"474",990.6,301.5
"475",990,304.9
"476",990.3,300.9
"477",989.1,305.9
"478",988.4,307.2
"479",987.4,308.3
"480",990.55,301.1
"481",986.9,308.7
"482",984.7,306.6
"483",975.7,318.35
"484",980.5,305.8
"485",967.3,314.6
"486",872.5,341.75
"487",868.5,342.6
"488",870.6,343.9
"489",869.1,344.8
"490",870.5,340.6
"491",866.8,339.5
"492",868.35,337.45
"493",867.6,340.3
"494",868.2,340.8
"495",866.85,341.3
"496",867.7,331.4
"497",867.4,336.5
"498",864.2,341.45
"499",860.1,336.3
"500",860,338.3
"501",860.3,340.15
"502",857.7,343.4
"503",859.1,337.3
"504",855.3,337.45
"505",855,336.1
"506",856,336.9
"507",853.8,340.05
"508",856.2,340.1
"509",854.9,345.45
"510",856.85,343.1
"511",852.1,350.2
"512",855.3,346.6
"513",852.4,355.6
"514",853.8,358.9
"515",854.5,363.9
"516",854.85,364.6
"517",853.1,367
"518",854.7,369.1
"519",856.95,366.05
"520",851.7,373.7
"521",852.6,379.2
"522",856.45,379.3
"523",855.7,384.6
"524",858.5,387.7
"525",842.95,354.9
"526",838.2,356.2
"527",833.2,355.6
"528",837.2,355.6
"529",835.6,352.5
"530",836.35,355.9
"531",833.7,357.55
"532",830.9,359.2
"533",831.6,360.5
"534",830.7,362.8
"535",829.55,360.8
"536",828.8,364.5
"537",829.65,362.05
"538",828.7,363.8
"539",831.3,365.9
"540",832,365.1
"541",833.3,369
"542",832.9,363.8
"543",833.3,364.3
"544",833.05,356.5
"545",833,358
"546",834.8,349.4
"547",833.35,347.25
"548",838.5,335.9
"549",833.7,341.1
"550",833,342.2
"551",768.5,367.3
"552",568.7,427
"553",559,431.55
"554",559.5,430.8
"555",553.1,429.4
"556",549.75,427
"557",548.6,428.4
"558",550,427.2
"559",550.3,424.85
"560",578.8,417.6
"561",577.9,412.6
"562",579.8,413.7
"563",580.4,412.1
"564",580.1,412.9
"565",581.2,409.2
"566",581.4,406.1
"567",438.4,374
"568",92.9,154.15
"569",-999,-999
"570",-999,-999
"571",-999,-999
"572",-999,-999
"573",-999,-999
"574",-999,-999
"575",-999,-999
"576",-999,-999
"577",-999,-999
"578",-999,-999
"579",-999,-999
"580",-999,-999
"581",-999,-999
"582",-999,-999
"583",-999,-999
"584",-999,-999
"585",-999,-999
"586",-999,-999
"587",-999,-999
"588",-999,-999
"589",-999,-999
"590",-999,-999
"591",-999,-999
"592",-999,-999
"593",-999,-999
"594",-999,-999
"595",-999,-999
"596",-999,-999
"597",-999,-999
"598",-999,-999
"599",-999,198.5
"600",-999,491.2
"601",406.2,397.9
"602",461.2,383.1
"603",476.7,390.9
"604",486.7,391.9
"605",491.3,393.8
"606",493.6,395.1
"607",495.2,394.7
"608",496.3,391.7
"609",495.8,391
"610",500.25,389.3
"611",501.7,389
"612",501,384.9
"613",502.65,384.2
"614",500.9,382.1
"615",501.5,380
"616",501.1,379.9
"617",497.7,377.4
"618",496.6,377.6
"619",498.1,377.25
"620",494.2,370.6
"621",491.7,365.9
"622",486,363.95
"623",451.7,319.9
"624",442.8,311.5
"625",441.8,307.45
"626",444.6,306.3
"627",442.1,302.7
"628",442,292.15
"629",442,295
"630",441.6,291.3
"631",442.55,290.45
"632",443.4,292.7
"633",445,291.5
"634",446.55,288.35
"635",447.3,284.7
"636",447.7,283.5
"637",452.95,285.65
"638",452.7,281.6
"639",457,278.2
"640",458.2,276.05
"641",450.4,170.5
"642",411,114.4
"643",410,102.85
"644",408.5,96.5
"645",408.4,97.3
"646",407.75,95.95
"647",408,97.4
"648",413.6,96.8
"649",413.15,90.65
"650",415.9,94.1
"651",414.3,97.2
"652",415.05,96.9
"653",416.7,100.2
"654",599.1,104.7
"655",639.05,99.1
"656",639.8,106.1
"657",638.4,105.1
"658",636.25,107.9
"659",638,104.6
"660",636.5,105.3
"661",638.2,101.5
"662",638.3,105.8
"663",638,100.8
"664",641.05,96.35
"665",642.2,92.6
"666",641.9,98.5
"667",641.75,92.7
"668",660.9,79
"669",663.8,56.2
"670",665.7,50.1
"671",664.7,50.3
"672",667.4,41.6
"673",666.6,39.3
"674",666.9,35.1
"675",666.3,31
"676",667.3,26.3
"677",666.6,18.8
"678",664.2,16.4
"679",663,12.9
"680",660.4,4.8
"681",659.9,4.2
"682",657.45,3.35
"683",656.6,1.4
"684",660.2,-999
"685",659.9,1.7
"686",654.2,64.5
"687",656.1,69.2
"688",656.65,69.3
"689",657.1,69.4
"690",659.2,65.7
"691",659.65,66.95
"692",657.5,66.7
"693",658.2,63.6
"694",658.4,63.8
"695",656.6,60.5
"696",655.9,59.6
"697",654.6,54.8
"698",653,53.1
"699",648,34
"700",649.2,28.75
"701",649.5,25.8
"702",652.4,23.7
"703",649.6,19.6
"704",650.9,17.1
"705",651.2,16.8
"706",653.1,22.25
"707",653.8,25
"708",653.3,21.9
"709",652.1,30.55
"710",653.2,33
"711",651.3,39.5
"712",647.55,48.6
"713",649.2,55.7
"714",648.5,59.1
"715",651.05,63.35
"716",650.8,80.4
"717",617.1,353.1
"718",626.05,401.3
"719",625.9,414.7
"720",631,423.8
"721",629.85,434.4
"722",627.9,440.9
"723",628.8,446.4
"724",631.35,457.05
"725",628.8,461.7
"726",629.4,472.1
"727",629.5,481.2
"728",631.1,487
"729",630.7,491.3
