300,300,300,300,0
300,300,300,300,0
300,300,300,300,0
300,300,300,300,0
300,300,300,300,0
300,300,300,300,0
300,300,300,300,0
300,300,300,300,0
300,300,300,300,0
300,300,300,300,0
300,300,300,300,0
312,166,371,249,1
312.86,167.43,368.86,246,1
313.71,168.86,366.71,243,1
314.57,170.29,364.57,240,1
315.43,171.71,362.43,237,1
316.29,173.14,360.29,234,1
317.14,174.57,358.14,231,1
318,176,356,228,1
318,176,356,228,1
318.09,175.36,356.55,227.91,1
318.18,174.73,357.09,227.82,1
318.27,174.09,357.64,227.73,1
318.36,173.45,358.18,227.64,1
318.45,172.82,358.73,227.55,1
318.55,172.18,359.27,227.45,1
318.64,171.55,359.82,227.36,1
318.73,170.91,360.36,227.27,1
318.82,170.27,360.91,227.18,1
318.91,169.64,361.45,227.09,1
319,169,362,227,1
319,169,362,227,1
318.91,168.36,362.36,226.91,1
318.82,167.73,362.73,226.82,1
318.73,167.09,363.09,226.73,1
318.64,166.45,363.45,226.64,1
318.55,165.82,363.82,226.55,1
318.45,165.18,364.18,226.45,1
318.36,164.55,364.55,226.36,1
318.27,163.91,364.91,226.27,1
318.18,163.27,365.27,226.18,1
318.09,162.64,365.64,226.09,1
318,162,366,226,1
318,162,366,226,1
318.89,161.21,367.26,225.74,1
319.79,160.42,368.53,225.47,1
320.68,159.63,369.79,225.21,1
321.58,158.84,371.05,224.95,1
322.47,158.05,372.32,224.68,1
323.37,157.26,373.58,224.42,1
324.26,156.47,374.84,224.16,1
325.16,155.68,376.11,223.89,1
326.05,154.89,377.37,223.63,1
326.95,154.11,378.63,223.37,1
327.84,153.32,379.89,223.11,1
328.74,152.53,381.16,222.84,1
329.63,151.74,382.42,222.58,1
330.53,150.95,383.68,222.32,1
331.42,150.16,384.95,222.05,1
332.32,149.37,386.21,221.79,1
333.21,148.58,387.47,221.53,1
334.11,147.79,388.74,221.26,1
335,147,390,221,1
335,147,390,221,1
335,146.42,390.21,220.74,1
335,145.84,390.42,220.47,1
335,145.26,390.63,220.21,1
335,144.68,390.84,219.95,1
335,144.11,391.05,219.68,1
335,143.53,391.26,219.42,1
335,142.95,391.47,219.16,1
335,142.37,391.68,218.89,1
335,141.79,391.89,218.63,1
335,141.21,392.11,218.37,1
335,140.63,392.32,218.11,1
335,140.05,392.53,217.84,1
335,139.47,392.74,217.58,1
335,138.89,392.95,217.32,1
335,138.32,393.16,217.05,1
335,137.74,393.37,216.79,1
335,137.16,393.58,216.53,1
335,136.58,393.79,216.26,1
335,136,394,216,1
335,136,394,216,1
335.36,135.73,395.18,216.64,1
335.73,135.45,396.36,217.27,1
336.09,135.18,397.55,217.91,1
336.45,134.91,398.73,218.55,1
336.82,134.64,399.91,219.18,1
337.18,134.36,401.09,219.82,1
337.55,134.09,402.27,220.45,1
337.91,133.82,403.45,221.09,1
338.27,133.55,404.64,221.73,1
338.64,133.27,405.82,222.36,1
339,133,407,223,1
339,133,407,223,1
339,132.86,406.71,222.71,1
339,132.71,406.43,222.43,1
339,132.57,406.14,222.14,1
339,132.43,405.86,221.86,1
339,132.29,405.57,221.57,1
339,132.14,405.29,221.29,1
339,132,405,221,1
339,132,405,221,1
339,132.14,404.86,221,1
339,132.29,404.71,221,1
339,132.43,404.57,221,1
339,132.57,404.43,221,1
339,132.71,404.29,221,1
339,132.86,404.14,221,1
339,133,404,221,1
339,133,404,221,1
337.33,132,402,220,1
335.67,131,400,219,1
334,130,398,218,1
334,130,398,218,1
335.33,128.67,399,216.33,1
336.67,127.33,400,214.67,1
338,126,401,213,1
338,126,401,213,1
351.33,102.67,414.33,189.67,1
364.67,79.333,427.67,166.33,1
378,56,441,143,1
378,56,441,143,1
378.33,56.333,441,143,1
378.67,56.667,441,143,1
379,57,441,143,1
379,57,441,143,0
379.38,57.286,441.24,143.14,0
379.76,57.571,441.48,143.29,0
380.14,57.857,441.71,143.43,0
380.52,58.143,441.95,143.57,0
380.9,58.429,442.19,143.71,0
381.29,58.714,442.43,143.86,0
381.67,59,442.67,144,0
382.05,59.286,442.9,144.14,0
382.43,59.571,443.14,144.29,0
382.81,59.857,443.38,144.43,0
383.19,60.143,443.62,144.57,0
383.57,60.429,443.86,144.71,0
383.95,60.714,444.1,144.86,0
384.33,61,444.33,145,0
384.71,61.286,444.57,145.14,0
385.1,61.571,444.81,145.29,0
385.48,61.857,445.05,145.43,0
385.86,62.143,445.29,145.57,0
386.24,62.429,445.52,145.71,0
386.62,62.714,445.76,145.86,0
387,63,446,146,0
387,63,446,146,1
389.26,62.581,449.09,146.02,1
391.51,62.163,452.19,146.05,1
393.77,61.744,455.28,146.07,1
396.02,61.326,458.37,146.09,1
398.28,60.907,461.47,146.12,1
400.53,60.488,464.56,146.14,1
402.79,60.07,467.65,146.16,1
405.05,59.651,470.74,146.19,1
407.3,59.233,473.84,146.21,1
409.56,58.814,476.93,146.23,1
411.81,58.395,480.02,146.26,1
414.07,57.977,483.12,146.28,1
416.33,57.558,486.21,146.3,1
418.58,57.14,489.3,146.33,1
420.84,56.721,492.4,146.35,1
423.09,56.302,495.49,146.37,1
425.35,55.884,498.58,146.4,1
427.6,55.465,501.67,146.42,1
429.86,55.047,504.77,146.44,1
432.12,54.628,507.86,146.47,1
434.37,54.209,510.95,146.49,1
436.63,53.791,514.05,146.51,1
438.88,53.372,517.14,146.53,1
441.14,52.953,520.23,146.56,1
443.4,52.535,523.33,146.58,1
445.65,52.116,526.42,146.6,1
447.91,51.698,529.51,146.63,1
450.16,51.279,532.6,146.65,1
452.42,50.86,535.7,146.67,1
454.67,50.442,538.79,146.7,1
456.93,50.023,541.88,146.72,1
459.19,49.605,544.98,146.74,1
461.44,49.186,548.07,146.77,1
463.7,48.767,551.16,146.79,1
465.95,48.349,554.26,146.81,1
468.21,47.93,557.35,146.84,1
470.47,47.512,560.44,146.86,1
472.72,47.093,563.53,146.88,1
474.98,46.674,566.63,146.91,1
477.23,46.256,569.72,146.93,1
479.49,45.837,572.81,146.95,1
481.74,45.419,575.91,146.98,1
484,45,579,147,1
484,45,579,147,1
485,44.526,580.47,147.53,1
486,44.053,581.95,148.05,1
487,43.579,583.42,148.58,1
488,43.105,584.89,149.11,1
489,42.632,586.37,149.63,1
490,42.158,587.84,150.16,1
491,41.684,589.32,150.68,1
492,41.211,590.79,151.21,1
493,40.737,592.26,151.74,1
494,40.263,593.74,152.26,1
495,39.789,595.21,152.79,1
496,39.316,596.68,153.32,1
497,38.842,598.16,153.84,1
498,38.368,599.63,154.37,1
499,37.895,601.11,154.89,1
500,37.421,602.58,155.42,1
501,36.947,604.05,155.95,1
502,36.474,605.53,156.47,1
503,36,607,157,1
503,36,607,157,1
504,36.191,608.49,157.51,1
505,36.383,609.98,158.02,1
506,36.574,611.47,158.53,1
507,36.766,612.96,159.04,1
508,36.957,614.45,159.55,1
509,37.149,615.94,160.06,1
510,37.34,617.43,160.57,1
511,37.532,618.91,161.09,1
512,37.723,620.4,161.6,1
513,37.915,621.89,162.11,1
514,38.106,623.38,162.62,1
515,38.298,624.87,163.13,1
516,38.489,626.36,163.64,1
517,38.681,627.85,164.15,1
518,38.872,629.34,164.66,1
519,39.064,630.83,165.17,1
520,39.255,632.32,165.68,1
521,39.447,633.81,166.19,1
522,39.638,635.3,166.7,1
523,39.83,636.79,167.21,1
524,40.021,638.28,167.72,1
525,40.213,639.77,168.23,1
526,40.404,641.26,168.74,1
527,40.596,642.74,169.26,1
528,40.787,644.23,169.77,1
529,40.979,645.72,170.28,1
530,41.17,647.21,170.79,1
531,41.362,648.7,171.3,1
532,41.553,650.19,171.81,1
533,41.745,651.68,172.32,1
534,41.936,653.17,172.83,1
535,42.128,654.66,173.34,1
536,42.319,656.15,173.85,1
537,42.511,657.64,174.36,1
538,42.702,659.13,174.87,1
539,42.894,660.62,175.38,1
540,43.085,662.11,175.89,1
541,43.277,663.6,176.4,1
542,43.468,665.09,176.91,1
543,43.66,666.57,177.43,1
544,43.851,668.06,177.94,1
545,44.043,669.55,178.45,1
546,44.234,671.04,178.96,1
547,44.426,672.53,179.47,1
548,44.617,674.02,179.98,1
549,44.809,675.51,180.49,1
550,45,677,181,1
550,45,677,181,1
547.68,45.526,674.68,181.53,1
545.37,46.053,672.37,182.05,1
543.05,46.579,670.05,182.58,1
540.74,47.105,667.74,183.11,1
538.42,47.632,665.42,183.63,1
536.11,48.158,663.11,184.16,1
533.79,48.684,660.79,184.68,1
531.47,49.211,658.47,185.21,1
529.16,49.737,656.16,185.74,1
526.84,50.263,653.84,186.26,1
