1,4336.713143,1160.781381,1907.938974,1507.836967,7116.888746,2256.570364,1264.160727,1714.561667,598.9272569,418.5261111,1027.352236,409.1329861,776.5636667,672.5429028
2,6248.293869,2849.988484,6534.657235,1632.803578,5816.523511,2096.902776,1851.238893,928.48125,618.3408681,401.0303611,1054.130361,417.3806944,775.8206944,590.3194444
3,11204.3772,2791.661985,5045.705643,2247.595983,4293.878548,2146.873235,2977.351307,861.3769444,8719.707847,344.8932361,1237.813292,492.0540278,1036.058125,635.4319028
4,10592.5292,2984.769391,4513.360607,2129.314477,3868.660615,3054.635809,3132.130327,12909.7349,1991.167903,338.0309028,5598.889111,584.45825,994.7097778,662.5853056
5,11154.43056,2995.423806,4616.883373,1730.037564,4467.520307,3800.972344,3056.416507,816.8286944,835.9170278,319.0368056,8370.984028,3250.137222,1135.181007,635.9912917
6,14432.95597,4869.239857,4579.737261,1707.133327,8833.296746,5187.655854,3065.220964,682.35625,1070.884069,19108.38435,1572.781167,1137.450347,7359.940139,539.7861806
7,11465.94273,9885.978326,3344.242417,4637.915781,2123.730313,4589.406536,2969.28241,677.8294028,1573.194069,5225.430833,2351.964,2438.473917,12271.64427,1095.415944
8,7863.060135,5273.109256,3712.684963,6584.712491,2204.974395,6084.398844,6141.335809,752.5820694,1360.75566,9009.929792,4173.167181,3174.210347,5570.304653,5190.166472
9,20299.00749,5157.04591,6428.960515,6103.474518,2509.294109,8241.76873,9071.72386,2869.825944,1737.586007,35651.34913,5249.599653,5816.803125,18536.78207,8101.701028
10,22260.29511,3688.699044,5982.13046,5215.593681,3397.257288,7926.747606,12666.53994,3500.521625,11602.41516,37938.60389,5251.610694,3981.716944,5722.369444,9705.401139
11,23686.14127,5646.560739,9794.633897,4976.694612,4016.70134,9139.154134,13011.74557,5563.339792,10422.79627,41416.44639,18369.78653,4505.218889,3951.758125,9423.875139
12,8953.305377,4172.328566,16752.12307,4940.062141,5451.081406,12695.41671,13811.67961,5890.948389,2098.219554,34213.417,4062.218806,4402.648264,1774.481236,14714.66947
13,5441.282813,4892.289922,25066.48057,4275.317142,5793.270845,16476.58776,14634.19074,11131.29933,2092.831429,34117.7395,3824.318778,11323.27736,2026.395972,14966.92611
